Histology,ALB,PRSS2,CTRB2,PRSS1,PPY,CPB1,OLFM4,CELP,PNLIPRP2,CPA1,CTRL,REG1A
1,2.4941599369,5.00007009506,4.8874001503,4.91454982758,4.69050979614,6.30729007721,3.26781010628,5.41031980515,3.32786989212,3.36149001122,4.65758991241,4.2375497818
1,2.45149993896,4.72649002075,4.67223978043,4.73371982574,3.92681002617,6.33890008926,3.43359994888,4.5833902359,3.34650993347,3.75325989723,4.47831010818,4.41668987274
1,11.4777002335,14.682299614,14.4822998047,14.3713998795,7.66192007065,14.602399826,6.84299993515,14.0101003647,14.0482997894,14.0184001923,13.8289003372,14.1498003006
1,11.4308004379,14.6607999802,14.3857002258,14.5906000137,7.22089004517,14.6106996536,7.13465023041,14.0150003433,14.0747003555,14.0401000977,13.7608995438,14.070599556
1,11.5171003342,14.6690998077,14.4562997818,14.4137001038,7.14620018005,14.5895996094,6.34961986542,13.9005002975,12.9697999954,14.0395002365,13.7244997025,14.269200325
1,11.3339996338,14.6347999573,14.3868999481,14.5909996033,6.93013000488,14.6155004501,6.39079999924,13.8879003525,12.9680995941,13.9521999359,13.6698999405,14.1604995728
1,11.9316997528,14.660200119,14.3781003952,14.5909996033,12.7320995331,14.567700386,10.9776000977,13.9020004272,14.0460996628,13.9629001617,13.5225000381,13.9998998642
1,2.39154005051,8.79677009583,6.56565999985,8.52375030518,4.59900999069,7.22430992126,3.60456991196,5.15150976181,6.49427986145,5.23444986343,5.44652986526,5.88542985916
1,11.3816003799,14.6941003799,14.3688001633,14.4619998932,7.65502023697,14.5741996765,8.23542976379,13.9079999924,14.0399999619,13.883600235,13.394900322,14.0719995499
1,2.71077990532,6.50945997238,4.67773008347,4.69217014313,4.40988016129,4.50188016891,7.01621007919,4.80020999908,3.3194000721,3.78186011314,4.70606994629,5.55751991272
1,2.57450008392,12.2088003159,5.23344993591,5.27156019211,4.14535999298,5.05424022675,11.8347997665,6.02869987488,9.83100986481,3.39443993568,5.09775018692,13.5144996643
1,2.55256009102,12.7341995239,5.06568002701,5.6314997673,4.83591985703,4.8987197876,13.6525001526,5.74312019348,7.30324983597,3.5426800251,5.16205978394,14.3963003159
1,2.57158994675,12.7923002243,5.63264989853,5.68479013443,4.8983001709,4.29442977905,12.5529003143,5.62452983856,10.1965999603,3.35030007362,4.87835979462,13.8957004547
1,2.91930007935,7.76078987122,5.11049985886,7.07972002029,5.48274993896,6.8749499321,3.74892997742,5.29625988007,6.93986988068,4.65470981598,4.62669992447,12.6473999023
1,12.5207996368,14.6947002411,14.3619003296,14.3458995819,8.04413986206,14.5312995911,7.4036898613,13.8984003067,13.9877996445,13.9273004532,13.4837999344,14.1043996811
1,2.41857004166,8.59302043915,6.80319976807,7.9911699295,7.01873016357,7.42667007446,10.4759998322,5.45812988281,5.15427017212,5.7614197731,4.55129003525,6.28216981888
1,11.125,14.6623001099,14.4350996017,14.2706003189,9.5481300354,14.4968004227,11.5177001953,13.8481998444,12.8325996399,13.9132995605,13.7403001785,14.1749000549
1,10.951499939,14.698800087,14.3935003281,14.5030002594,8.85820007324,14.6379995346,7.91993999481,13.8402004242,13.9596996307,13.9977998734,13.4583997726,14.1464004517
1,11.6784000397,14.6881999969,14.4140996933,14.2763996124,7.79210996628,14.5064001083,10.4631996155,13.8907003403,12.882399559,13.9497995377,13.5780000687,14.1618003845
1,11.619600296,14.6841001511,14.3579998016,14.4750003815,6.70255994797,14.5789003372,8.96354961395,13.9097995758,14.0686998367,13.9273996353,13.5584001541,14.0396003723
1,9.9261598587,14.5514001846,14.1443004608,14.342499733,10.690199852,14.4376001358,10.439499855,13.4393997192,13.7763004303,13.6663999557,12.7645998001,13.6576004028
1,2.86807990074,7.02785015106,5.63698005676,6.58648014069,4.62185001373,7.01898002625,4.90486001968,5.06213998795,3.87920999527,4.66109991074,4.56953001022,5.59846019745
1,11.8978004456,14.644900322,14.4525995255,14.5909996033,6.90549993515,14.5434999466,5.86120986938,13.8937997818,13.8847999573,13.9692001343,13.8060998917,14.1034002304
1,11.9828996658,14.6912002563,14.3941001892,14.4619998932,12.9107999802,14.5789003372,9.95376014709,13.7624998093,13.8327999115,14.0354995728,13.3393001556,14.0062999725
1,11.5278997421,14.6527996063,14.4062004089,14.3316001892,13.255900383,14.5128002167,8.19202041626,14.0333003998,13.9279003143,13.7833995819,13.4990997314,14.0705003738
1,11.4938001633,14.5569000244,14.3205003738,14.4441995621,6.94919013977,14.5525999069,9.01263999939,13.7504997253,13.9876003265,13.9076004028,13.6646003723,14.091799736
1,2.52550005913,5.12873983383,5.50697994232,4.93607997894,4.30741977692,4.57533979416,4.71824979782,4.91590976715,3.61830997467,3.5039999485,4.82488012314,4.94799995422
1,9.0496301651,14.5576000214,14.2771997452,13.8383998871,7.05579996109,14.3852996826,13.1610002518,12.0277996063,13.113699913,13.119099617,10.0355997086,14.1975002289
1,9.76648044586,14.5396995544,14.11439991,14.2054004669,10.6806001663,14.42029953,12.4532003403,13.2680997849,11.2208003998,13.6642999649,12.1101999283,13.8080997467
1,2.7275800705,12.0036001205,5.04574012756,5.5311999321,4.68368005753,5.36646986008,12.8914003372,6.46015977859,9.87257003784,3.84675002098,4.79334020615,13.4153995514
1,12.2531995773,14.707400322,14.4200000763,14.3902997971,7.12693023682,14.557100296,8.27336025238,13.8114004135,12.7947998047,14.0450000763,13.1740999222,13.994799614
1,12.4865999222,14.7934999466,14.4301996231,14.4505996704,13.2302999496,14.602399826,8.39900970459,13.9347000122,14.0099000931,14.0638999939,13.0543003082,14.2962999344
1,10.7877998352,14.6694002151,14.3501996994,14.3746995926,6.50876998901,14.5745000839,7.1671500206,14.0607004166,12.8690004349,14.0003995895,13.8163003922,14.1660995483
1,3.70335006714,14.4408998489,14.5103998184,14.1184997559,9.94470024109,13.704199791,8.93243980408,13.9792003632,13.8422002792,11.8900003433,13.0377998352,13.3472995758
1,12.0472002029,14.6837997437,14.3985996246,14.4376001358,6.91456985474,14.567700386,10.483300209,13.8233995438,14.0411996841,13.9952001572,13.5024995804,14.1372003555
1,11.782500267,14.6536998749,14.3232002258,14.3526000977,6.15748977661,14.4991998672,8.50335979462,13.8593997955,12.7883996964,13.8843002319,13.6472997665,14.0850000381
1,2.51004004478,7.17809009552,5.41634988785,6.42928981781,5.83712005615,5.73592996597,3.07926011086,4.91370010376,3.79173994064,4.02156019211,5.60173988342,5.24074983597
1,11.9313001633,14.6456003189,14.3982000351,14.3271999359,13.5438995361,14.5569000244,7.40833997726,14.0958995819,14.0424995422,13.9715003967,13.4131002426,14.0680999756
1,10.1138000488,14.7070999146,14.3627996445,14.4809999466,6.43133020401,14.643699646,11.3774995804,13.8912000656,13.8112001419,13.9496002197,13.3362998962,14.1793003082
